EGBB,4,EZE
EGBB,5,EZE
EGBB,6,EZE
EGBB,40,EZY
EGBB,41L,EZY
EGBB,41R,EZY
EGBB,42L,EZY
EGBB,42R,EZY
EGBB,54L,EZY
EGBB,54R,EZY
EGBB,55L,EZY
EGBB,55R,EZY
EGBB,56L,EZY
EGBB,56R,EZY
EGBB,54L,FHY,
EGBB,54C,FHY,
EGBB,54R,FHY,
EGBB,55L,FHY,
EGBB,55C,FHY,
EGBB,55R,FHY,
EGBB,56L,FHY,
EGBB,56C,FHY,
EGBB,56R,FHY,
EGBB,57L,FHY,
EGBB,57C,FHY,
EGBB,57R,FHY,
EGBB,58,FHY,
EGBB,59,FHY,
EGBB,40,FXT
EGBB,41L,FXT
EGBB,41R,FXT
EGBB,42L,FXT
EGBB,42R,FXT
EGBB,54L,FXT,
EGBB,54C,FXT,
EGBB,54R,FXT,
EGBB,55L,FXT,
EGBB,55C,FXT,
EGBB,55R,FXT,
EGBB,56L,FXT,
EGBB,56C,FXT,
EGBB,56R,FXT,
EGBB,57L,FXT,
EGBB,57C,FXT,
EGBB,57R,FXT,
EGBB,58,FXT,
EGBB,59,FXT,
EGBB,40,IBE
EGBB,41L,IBE
EGBB,41R,IBE
EGBB,42L,IBE
EGBB,42R,IBE
EGBB,54L,IBE,
EGBB,54C,IBE,
EGBB,54R,IBE,
EGBB,55L,IBE,
EGBB,55C,IBE,
EGBB,55R,IBE,
EGBB,56L,IBE,
EGBB,56C,IBE,
EGBB,56R,IBE,
EGBB,57L,IBE,
EGBB,57C,IBE,
EGBB,57R,IBE,
EGBB,58,IBE,
EGBB,59,IBE,
EGBB,40,IBS
EGBB,41L,IBS
EGBB,41R,IBS
EGBB,42L,IBS
EGBB,42R,IBS
EGBB,54L,IBS,
EGBB,54C,IBS,
EGBB,54R,IBS,
EGBB,55L,IBS,
EGBB,55C,IBS,
EGBB,55R,IBS,
EGBB,56L,IBS,
EGBB,56C,IBS,
EGBB,56R,IBS,
EGBB,57L,IBS,
EGBB,57C,IBS,
EGBB,57R,IBS,
EGBB,58,IBS,
EGBB,59,IBS,
EGBB,40,ICE
EGBB,41L,ICE
EGBB,41R,ICE
EGBB,42L,ICE
EGBB,42R,ICE
EGBB,54L,ICE,
EGBB,54C,ICE,
EGBB,54R,ICE,
EGBB,55L,ICE,
EGBB,55C,ICE,
EGBB,55R,ICE,
EGBB,56L,ICE,
EGBB,56C,ICE,
EGBB,56R,ICE,
EGBB,57L,ICE,
EGBB,57C,ICE,
EGBB,57R,ICE,
EGBB,58,ICE,
EGBB,59,ICE,
EGBB,55L,KLM,
EGBB,55R,KLM,
EGBB,56L,KLM,
EGBB,56R,KLM,
EGBB,57L,KLM,
EGBB,57R,KLM,
EGBB,54L,LLC,
EGBB,54C,LLC,
EGBB,54R,LLC,
EGBB,55L,LLC,
EGBB,55C,LLC,
EGBB,55R,LLC,
EGBB,56L,LLC,
EGBB,56C,LLC,
EGBB,56R,LLC,
EGBB,57L,LLC,
EGBB,57C,LLC,
EGBB,57R,LLC,
EGBB,58,LLC,
EGBB,59,LLC,
EGBB,54L,LLP,
EGBB,54C,LLP,
EGBB,54R,LLP,
EGBB,55L,LLP,
EGBB,55C,LLP,
EGBB,55R,LLP,
EGBB,56L,LLP,
EGBB,56C,LLP,
EGBB,56R,LLP,
EGBB,57L,LLP,
EGBB,57C,LLP,
EGBB,57R,LLP,
EGBB,58,LLP,
EGBB,59,LLP,
EGBB,54L,NAX,
EGBB,54C,NAX,
EGBB,54R,NAX,
EGBB,55L,NAX,
EGBB,55C,NAX,
EGBB,55R,NAX,
EGBB,56L,NAX,
EGBB,56C,NAX,
EGBB,56R,NAX,
EGBB,57L,NAX,
EGBB,57C,NAX,
EGBB,57R,NAX,
EGBB,58,NAX,
EGBB,59,NAX,
EGBB,54R,PIA
EGBB,55R,PIA
EGBB,56R,PIA
EGBB,41C,QTR
EGBB,1,RYR
EGBB,2,RYR
EGBB,3,RYR
EGBB,15,RYR
EGBB,16,RYR
EGBB,55L,SAS,
EGBB,55R,SAS,
EGBB,56L,SAS,
EGBB,56R,SAS,
EGBB,57L,SAS,
EGBB,57R,SAS,
EGBB,41L,STK,
EGBB,41R,STK,
EGBB,42L,STK,
EGBB,42R,STK,
EGBB,55L,STK,
EGBB,55R,STK,
EGBB,56L,STK,
EGBB,56R,STK,
EGBB,57L,SWR,
EGBB,58,SWR,
EGBB,59,SWR,
EGBB,55L,THY
EGBB,55R,THY
EGBB,56L,THY
EGBB,56R,THY
EGBB,57L,THY
EGBB,57R,THY
EGBB,58,THY
EGBB,59,THY
EGBB,41L,TOM
EGBB,41R,TOM
EGBB,42L,TOM
EGBB,42R,TOM
EGBB,54L,TOM
EGBB,54R,TOM
EGBB,56L,TOM
EGBB,56R,TOM
EGBB,70,TOM
EGBB,71,TOM
EGBB,72,TOM
EGBB,73,TOM
EGBB,74,TOM
EGBB,75,TOM
EGBB,76,TOM
EGBB,77,TOM
EGBB,42L,TSC
EGBB,42R,TSC
EGBB,54L,TSC
EGBB,54R,TSC
EGBB,55L,TSC
EGBB,55R,TSC
EGBB,40,TUA
EGBB,41L,TUA
EGBB,41R,TUA
EGBB,55L,TUA
EGBB,55R,TUA
EGBB,56L,TUA
EGBB,56R,TUA
EGBB,54C,UAE
EGBB,55C,UAE
EGBB,56C,UAE
EGBB,54L,UAL
EGBB,55L,UAL
EGBB,55R,UAL
EGBB,54L,VLG,
EGBB,54C,VLG,
EGBB,54R,VLG,
EGBB,55L,VLG,
EGBB,55C,VLG,
EGBB,55R,VLG,
EGBB,56L,VLG,
EGBB,56C,VLG,
EGBB,56R,VLG,
EGBB,57L,VLG,
EGBB,57C,VLG,
EGBB,57R,VLG,
EGBB,58,VLG,
EGBB,59,VLG,
EGBB,54L,WZZ,
EGBB,54C,WZZ,
EGBB,54R,WZZ,
EGBB,55L,WZZ,
EGBB,55C,WZZ,
EGBB,55R,WZZ,
EGBB,56L,WZZ,
EGBB,56C,WZZ,
EGBB,56R,WZZ,
EGBB,57L,WZZ,
EGBB,57C,WZZ,
EGBB,57R,WZZ,
EGBB,58,WZZ,
EGBB,59,WZZ,
EGGP,3,BEE
EGGP,4,BEE
EGGP,5,BEE
EGGP,6,BEE
EGGP,7,BEE
EGGP,8,BEE
EGGP,9,BEE
EGGP,33,BEE
EGGP,34,BEE
EGGP,35,BEE
EGGP,36,BEE
EGGP,37,BEE
EGGP,2,KLM
EGGP,3,KLM
EGGP,3,RYR
EGGP,4,RYR
EGGP,5,RYR
EGGP,6,RYR
EGGP,7,RYR
EGGP,8,RYR
EGGP,9,RYR
EGGP,1,EZY
EGGP,2,EZY
EGGP,3,EZY
EGGP,51,EZY
EGGP,52,EZY
EGGP,53,EZY
EGGP,54,EZY
EGGP,55,EZY
EGGP,56,EZY
EGGW,1,RYR
EGGW,1R,RYR
EGGW,2,RYR
EGGW,3,RYR
EGGW,4,RYR
EGGW,5,EZY
EGGW,6,EZY
EGGW,7,EZY
EGGW,8,EZY
EGGW,9,EZY
EGGW,9L,EZY
EGGW,60,EZY
EGGW,61,EZY
EGHI,1,EZE
EGHI,2,EZE
EGJJ,1,BAW
EGJJ,1,SHT
EGJJ,3,BAW
EGJJ,3,SHT
EGJJ,10,BAW
EGJJ,10,SHT
EGJJ,1,EZY
EGJJ,3,EZY
EGJJ,10,EZY
EGJJ,3,BEE
EGJJ,4,BEE
EGJJ,5,BEE
EGJJ,9,BEE
EGJJ,10,BEE
EGJJ,11,BEE
EGJJ,12,BEE
EGJJ,13,BEE
